item-name,item-body,label_int,label
appraisal_correct,"forall t annt e' p ev e,
    annoP annt t ->
    not_none_none t ->
    cvm_evidence_denote annt p e = e' ->
    measEvent annt p (et_fun e) ev ->
    appEvent_EvidenceC ev (build_app_comp_evC e')",1,Lemma
appraisal_correct_proof,"intros.
  measEventFacts.
  evEventFacts.
  edestruct uu_preserved'.
  eassumption.
  eassumption.
  eassumption.
  reflexivity.

  destruct_conjs.
    (*
    assert (e0 = et_fun H2).
    {
      Search (_ = et_fun _).
      eapply etfun_reconstruct; eauto.
    }
    subst.
     *)

  apply uuc_app in H5.

  assert (e0 = et_fun H2).
  {
    eapply etfun_reconstruct; eauto.
  }
  subst.
  assert (H1 = encodeEv H2).
  {
    
    eapply recon_encodeEv.
    eapply wf_recon.
    eassumption.
    eassumption.
  }
  rewrite H6 in *.

  eapply aeuc.
  eassumption.
  destruct_conjs.

   eapply ahuc.
    eassumption.
    eapply hhc_app.
    eassumption.",0,Proof
appraisal_correct_sig_alt,"forall t annt pt e e' tr tr' p p' bits' et' ev ee i i',
    anno_parP pt t ->
    annoP_indexed annt t i i' -> 
    well_formed_r_annt annt ->
    not_none_none t ->
    not_hash_sig_term_ev t e ->
    wf_ec ee ->
    reconstruct_evP ee e ->
    copland_compile pt
                    {| st_ev := ee; st_trace := tr; st_pl := p; st_evid := i |} =
    (Some tt, {| st_ev := (evc bits' et');
                 st_trace := tr';
                 st_pl := p';
                 st_evid := i'|}) ->

    sigEvent annt p (get_et ee) ev ->
    Some e' = Impl_appraisal",1,Lemma
appraisal_correct_sig_alt_proof,"intros.
  wrap_ccp.
  do_wfec_preserved.
  do_somerecons.
  destruct ee.
  assert (et_fun e = e0).
  {
    symmetry.
    eapply etfun_reconstruct.
    eauto.
  }
  subst.
  
  erewrite appraisal_alt.
  eapply appraisal_correct_sig.
  econstructor. repeat eexists. invc H0. eassumption.
  eassumption.
  eassumption.

 
  eapply cvm_raw_evidence_denote_fact; eauto.
  eassumption.
  eassumption.
  eassumption.
  reflexivity.",0,Proof
appraisal_correct_sig_alt_et,"forall t annt pt bits et et' et'' e e' tr tr' p p' bits' ev i i',
    anno_parP pt t ->
    annoP_indexed annt t i i' ->
    well_formed_r_annt annt ->
    not_none_none t ->
    not_hash_sig_term_ev t e ->
    wf_ec (evc bits et) ->
    et' = aeval annt p et ->
    reconstruct_evP (evc bits et) e ->
    copland_compile pt
                    {| st_ev := (evc bits et); st_trace := tr; st_pl := p; st_evid := i |} =
    (Some tt, {| st_ev := (evc bits' et'');
                 st_trace := tr';
                 st_pl := p';
                 st_evid := i'|}) ->

    sigEvent annt p et ev ->
    Some e' = Impl_appraisal",1,Lemma
appraisal_correct_sig_alt_et_proof,"intros.
  wrap_ccp.
  assert (et'' =  (aeval annt p et)).
  {
    rewrite <- eval_aeval'.
    
    assert (t = unanno annt).
    {
      invc H0.
      erewrite <- anno_unanno at 1.
      rewrite H5.
      tauto.
    }
    subst.
    
    eapply cvm_refines_lts_evidence.
    eassumption.
    eassumption.
  }

  subst.
  invc H7.
  eapply appraisal_correct_sig_alt; eauto.",0,Proof
appraisal_correct_alt,"forall t annt pt e' tr tr' p p' bits' et' ev ee i i',
    anno_parP pt t ->
    annoP_indexed annt t i i' ->
    well_formed_r_annt annt ->
    not_none_none t ->
    wf_ec ee ->
    copland_compile pt
                    {| st_ev := ee; st_trace := tr; st_pl := p; st_evid := i |} =
    (Some tt, {| st_ev := (evc bits' et');
                 st_trace := tr';
                 st_pl := p'; st_evid := i' |}) ->

    measEvent annt p (get_et ee) ev ->
    Some e' = Impl_appraisal",1,Lemma
appraisal_correct_alt_proof,"intros.
  wrap_ccp.
  do_wfec_preserved.
  do_somerecons.
  destruct ee.
  assert (e = et_fun H9).
  {
    eapply etfun_reconstruct.
    eauto.
  }
  subst.
    
  erewrite appraisal_alt.
  eapply appraisal_correct.
  econstructor. repeat eexists. invc H0. eassumption.
  eassumption.
  eapply cvm_raw_evidence_denote_fact; eauto.

  eassumption.
  eassumption.
  eassumption.
  reflexivity.",0,Proof
appraisal_correct_alt_et,"forall t annt pt e' tr tr' p p' bits bits' et et' et'' ev i i',
    anno_parP pt t ->
    annoP_indexed annt t i i' ->
    well_formed_r_annt annt ->
    not_none_none t ->
    wf_ec (evc bits et) ->
    et' = aeval annt p et ->
    copland_compile pt
                    {| st_ev := (evc bits et); st_trace := tr; st_pl := p; st_evid := i |} =
    (Some tt, {| st_ev := (evc bits' et'');
                 st_trace := tr';
                 st_pl := p';
                 st_evid := i'|}) ->

    measEvent annt p et ev ->
    Some e' = Impl_appraisal",1,Lemma
appraisal_correct_alt_et_proof,"intros.
  wrap_ccp.
  assert (et'' = (aeval annt p et)).
  {
    assert (t = unanno annt).
    {
      invc H0.
      erewrite <- anno_unanno at 1.
      rewrite H4.
      tauto.
    }
    subst.

    erewrite <- eval_aeval'.
    eapply cvm_refines_lts_evidence.
    eassumption.
    eassumption.
  }
  
  subst.

  eapply appraisal_correct_alt.
  6: {
    wrap_ccp.
    eassumption.
  }
  eauto.
  eauto.
  eauto.
  eauto.
  eauto.
  eauto.
  eauto.",0,Proof
appraisal_alt,"forall ec1 ec2 ec2' ls et,

  Some ec1 = Impl_appraisal",1,Lemma
appraisal_alt_proof,"intros.
  generalizeEverythingElse ec2.
  induction ec2; intros.
  -
    do_inv_recon.
    ff.
  -
    do_inv_recon.
    repeat ff.
    unfold OptMonad_Coq.bind in *.
    unfold OptMonad_Coq.ret in *.
    repeat ff.
    unfold checkNonceF.
    jkjke.
  -
    do_inv_recon.
    repeat ff.
    unfold OptMonad_Coq.bind in *.
    unfold OptMonad_Coq.ret in *.
    repeat ff.
    
    repeat ff.

    assert (e = (Impl_appraisal_alt.build_app_comp_evC ec2)).
    {
      eapply IHec2.
      jkjke.
      invc H0.
      repeat ff.
      unfold OptMonad_Coq.bind in *.
      unfold OptMonad_Coq.ret in *.
      repeat ff.
      econstructor.
      ff.
      tauto.
    }
    subst.
    unfold checkASPF.
    jkjke.
  -
    do_inv_recon.
    do_recon_inv.
    
    repeat ff.
    unfold OptMonad_Coq.bind in *.
    unfold OptMonad_Coq.ret in *.
    repeat ff.

    assert (e = (Impl_appraisal_alt.build_app_comp_evC ec2)) by eauto.
    subst.
    unfold checkSig.
    unfold checkSigF.
    unfold checkSig.
    assert (checkSigBits H2 p b =
            checkSigBits (encodeEv ec2) p b).
    {
      assert (H2 = encodeEv ec2).
      {
        eapply recon_encodeEv.
        eapply wf_recon.
        eassumption.
        eassumption.
      }
      subst.
      tauto.
    }
    rewrite <- H.
    rewrite Heqo0.
    cbn in *.
    tauto.
  -
    do_inv_recon.
    repeat ff.
    unfold OptMonad_Coq.bind in *.
    unfold OptMonad_Coq.ret in *.
    repeat ff.
    unfold checkHashF.
    jkjke.
  -
    do_inv_recon.
    do_recon_inv. 
    repeat ff.
    unfold OptMonad_Coq.bind in *.
    unfold OptMonad_Coq.ret in *.
    repeat ff.
    assert (e = (Impl_appraisal_alt.build_app_comp_evC ec2_1)) by eauto.
    assert (e0 = (Impl_appraisal_alt.build_app_comp_evC ec2_2)) by eauto. 
    congruence.

  -
    do_inv_recon.
    do_recon_inv.
    repeat ff.
    unfold OptMonad_Coq.bind in *.
    unfold OptMonad_Coq.ret in *.
    repeat ff.
    assert (e = (Impl_appraisal_alt.build_app_comp_evC ec2_1)) by eauto.   
    assert (e0 = (Impl_appraisal_alt.build_app_comp_evC ec2_2)) by eauto.
    congruence.",0,Proof
checkASP,"(params:ASP_PARAMS) (bs:BS) : Opt BS :=
  Some (checkASP' params bs)",2,Definition
checkHH,"(params:ASP_PARAMS) (bs:BS) (e:Evidence) : Opt BS :=
  Some (checkHH' params bs e)",2,Definition
checkEE,"(params:ASP_PARAMS) (bs:BS) : Opt BS := 
Some (checkEE' params bs)",2,Definition
decrypt_bs_to_rawev,"' (bs:BS) (params:ASP_PARAMS) : AM RawEv :=
  ret (decrypt_bs_to_rawev bs params)",2,Definition
check_asp_EXTD,"' (params:ASP_PARAMS) (p:Plc) (sig:BS) (ls:RawEv) : AM BS :=
  ret (check_asp_EXTD params p sig ls)",2,Definition
checkNonce,"' (nid:nat) (nonceCandidate:BS) : AM BS :=
  nonceGolden <- am_getNonce nid ;;
  ret (checkNonce nonceGolden nonceCandidate)",2,Definition
firstn_long,"forall (e:list BS) x,
    length e >= x ->
    length (firstn x e) = x",1,Lemma
firstn_long_proof,"intros.
  eapply firstn_length_le.
  lia.",0,Proof
skipn_long,"forall (e:list BS) x y,
    length e = x + y ->
    length (skipn x e) = y",1,Lemma
skipn_long_proof,"intros.
  assert (length (skipn x e) = length e - x).
  { eapply skipn_length. }
  lia.",0,Proof
peel_fact,"forall e x y H et,
    length e = S x ->
    peel_bs e = Some (y, H) ->
    et_size et = x ->
    wf_ec (evc H et)",1,Lemma
peel_fact_proof,"intros.
  destruct e;
    ff; eauto.",0,Proof
inv_recon_mt,"forall ls et,
    reconstruct_evP (evc ls et) mtc ->
    (et = mt) (* \/ (exists p ps et', et = uu p KILL ps et')
    \/ (exists p ps et', et = uu p KEEP ps et')) *)",1,Lemma
inv_recon_mt_proof,"intros.
  econstructor.
  eapply peel_fact'; eauto.
  lia.",0,Proof
inv_recon_nn,"forall ls et n n0,
    reconstruct_evP (evc ls et) (nnc n n0) ->
    ((et = nn n /\ ls = [n0]) (* \/ (exists p ps et', et = uu p KEEP ps et') *) )",1,Lemma
inv_recon_nn_proof,"intros.
  invc H.
  destruct et;
    repeat ff;
    try (unfold OptMonad_Coq.bind in *);
         repeat ff;
         try solve_by_inversion.
                    
         -
           eauto.
           (*
         -
           right.
           right.
           eauto. *)",0,Proof
inv_recon_gg,"forall p ps ls et n ec,
    reconstruct_evP (evc ls et) (ggc p ps n ec) ->
    (exists ls' et', et = uu p EXTD ps et' /\
                ls = n :: ls') (* \/ (exists p ps et', et = uu p KEEP ps et') *)",1,Lemma
inv_recon_gg_proof,"intros.
  invc H.
  repeat ff; try solve_by_inversion; eauto.",0,Proof
inv_recon_hh,"forall p ps ls et n et',
    reconstruct_evP (evc ls et) (hhc p ps n et') ->
    ((et = uu p COMP ps et' ) /\ ls = [n]) (* \/ (exists p ps et', et = uu p KEEP ps et') *)",1,Lemma
inv_recon_hh_proof,"intros.
  invc H.
  destruct et; repeat ff; try (unfold OptMonad_Coq.bind in *); repeat ff; destruct ls; try solve_by_inversion.

                               (*
                               -
                                 eauto.
                               -
                                 eauto. *)",0,Proof
inv_recon_ee,"forall p ps ls et (*et'*) n ec',
    reconstruct_evP (evc ls et) (eec p ps n (*et'*) ec') ->
    (* (exists et', et = uu p ENCR ps et' ) /\ ls = [n]",1,Lemma
inv_recon_ee_proof,"intros.
  invc H.
  destruct et; repeat ff; try (unfold OptMonad_Coq.bind in *); repeat ff; try solve_by_inversion.
                               -
                                 (*
                                 left. *)
                                 repeat eexists.
                                 destruct ls; ff.
                                 (*
                               -
                                 right.
                                 eauto. *)",0,Proof
inv_recon_kk,"forall p ps ls et et',
    reconstruct_evP (evc ls et) (kkc p ps et') ->
    (et = uu p KILL ps et' ) /\ ls = []",1,Lemma
inv_recon_kk_proof,"intros.
  invc H.
  destruct et; repeat ff; try (unfold OptMonad_Coq.bind in *); repeat ff; destruct ls; try solve_by_inversion.
                               (*
                               -
                                 right. eauto.
                               -
                                 right. eauto. *)",0,Proof
inv_recon_ss,"forall ls et ec1 ec2,
    reconstruct_evP (evc ls et) (ssc ec1 ec2) ->
    (exists et1 et2, et = ss et1 et2) (* \/ (exists p ps et', et = uu p KEEP ps et') *)",1,Lemma
inv_recon_ss_proof,"intros.
  invc H.
  destruct et; repeat ff; try (unfold OptMonad_Coq.bind in *); repeat ff; destruct ls; try solve_by_inversion.
                               -
                                 (*
                                 left. *)
                               repeat eexists.
                               ff.
                               (*
                               -
                                 right. eauto.
                               -
                                 right. eauto. *)",0,Proof
recon_inv_gg,"forall sig ls p ps et e,
    reconstruct_evP
      (evc (sig :: ls) (uu p EXTD ps et))
      (ggc p ps sig e) ->
    reconstruct_evP (evc ls et) e",1,Lemma
recon_inv_gg_proof,"intros.
  invc H.
  destruct et; repeat ff; try (unfold OptMonad_Coq.bind in * ); repeat ff; destruct ls; try solve_by_inversion.",0,Proof
recon_inv_ss,"forall ls H1 H2 ec1 ec2,
    reconstruct_evP (evc ls (ss H1 H2)) (ssc ec1 ec2) ->
    reconstruct_evP (evc (firstn (et_size H1) ls) H1) ec1 /\
    reconstruct_evP (evc (skipn (et_size H1) ls) H2)  ec2",1,Lemma
recon_inv_ss_proof,"intros.
  invc H.
  destruct et; repeat ff; try (unfold OptMonad_Coq.bind in *); repeat ff; try solve_by_inversion.
                               -
                                 (*
                                 right. *)  eauto.
                                            (* 
                               -
                               left. eauto.
                                             *)",0,Proof
wrap_reconP,"forall ec e,
    reconstruct_ev ec = Some e ->
    reconstruct_evP ec e",1,Lemma
wrap_reconP_proof,"intros.
  invc H.
  repeat ff; try (unfold OptMonad_Coq.bind in *); repeat ff;
  econstructor.
  symmetry.
  tauto.",0,Proof
fold_recev,"forall e0 e1,
    reconstruct_ev' e0 e1 = reconstruct_ev (evc e0 e1)",1,Lemma
fold_recev_proof,"intros.
  invc H.
  repeat ff; try (unfold OptMonad_Coq.bind in *); repeat ff;
  split;
    econstructor;
    try 
      symmetry; eassumption.",0,Proof
etfun_reconstruct,"forall e e0 e1,
    reconstruct_evP (evc e0 e1) e ->
    e1 = et_fun e (* \/ (exists p ps et', e1 = uu p KEEP ps et' /\ et' = et_fun e) *)",1,Lemma
etfun_reconstruct_proof,"intros.
  econstructor.
  congruence.",0,Proof
wfec_split,"forall e s,
    wf_ec e ->
    wf_ec (splitEv_l s e) /\ wf_ec (splitEv_r s e)",1,Lemma
wfec_split_proof,"ff.
  tauto.",0,Proof
recon_encodeEv,"forall bits et ec,
    reconstruct_evP (evc bits et) ec ->
    encodeEv ec = bits",1,Lemma
recon_encodeEv_proof,"intros.
  generalizeEverythingElse e1.

  (*
  induction e1; intros e e0 H;
    do_inv_recon;
    ff.
  -
    invc H.
    repeat ff;
      try (unfold OptMonad_Coq.bind in * );
           repeat ff.
  -
    invc H;
      ff;
      try (unfold OptMonad_Coq.bind in * );
      destruct f;    try (unfold OptMonad_Coq.bind in * );
      try (ff; tauto).
    +
      ff.
      assert (e1 = et_fun e2).
      eapply IHe1.
      econstructor; eauto.
      subst.
      tauto.
    +
      ff.
      
      
      
      
      
      eauto.
      tauto.
    ff.
    repeat ff;
      try (unfold OptMonad_Coq.bind in * );
           repeat ff.
           +
             assert (e1 = et_fun e2).
             eapply IHe1.
             econstructor; eauto.
             subst.
             tauto.
           +

             Locate et_fun.
             Locate reconstruct_ev.
             
 *)
             
             
                      
   


  
  induction e1; intros e e0 H.
  - (* mt case *)
    invc H.
    ff.
    tauto.
  - (* nn case *)
    invc H.
    repeat ff; try (unfold OptMonad_Coq.bind in * ); repeat ff.
    
    
    

  (* 
    try (
    do_inv_recon;
    ff;
    invc H;
    repeat ff; try (unfold OptMonad_Coq.bind in * ); repeat ff;
    rewrite fold_recev in *;
    do_wrap_reconP;
    repeat jkjke).
   *)
  
  - (* uu case *)
    destruct f; ff.
    + (* COMP case *)
      invc H.
      repeat ff; try (unfold OptMonad_Coq.bind in * ); repeat ff.
    + (* ENCR case *)
      (*
      Print et_fun.
      Print do_inv_recon_ee.
      Print do_inv_recon_ee.
      Locate reconstruct_ev.
       *)
      
      invc H.
      unfold reconstruct_ev in *.
      unfold reconstruct_ev' in *.
      unfold OptMonad_Coq.bind in *.
      repeat ff; try (unfold OptMonad_Coq.bind in * ); repeat ff.
           
    + (* EXTD case *)
      (* left. *)
      invc H.
      ff.
      repeat ff; try (unfold OptMonad_Coq.bind in * ); repeat ff.
      assert (e1 = et_fun e2 (* \/ (exists (p : Plc) (ps : ASP_PARAMS) (et' : Evidence),
                                   e1 = uu p KEEP ps et' /\ et' = et_fun e2) *) ).
      {
      eapply IHe1.
      econstructor.
      ff.
      }
      (*
      door.
      ++ *)
        
      congruence.
      (*
      ++
        
        
      subst.
      
      
      congruence. *)
    + (* KILL case *)
      invc H.
      unfold reconstruct_ev in *.
      ff.
    + (* KEEP case *)
      invc H.
      unfold reconstruct_ev in *.
      ff.
      repeat ff; try (unfold OptMonad_Coq.bind in * ); repeat ff.
      assert (e1 = et_fun e2).
      { eapply IHe1.
        econstructor.
        unfold reconstruct_ev.
        symmetry.
        eassumption.
      }
      subst.
      tauto.
  - (* ss case *)
    invc H.
    ff.
    repeat ff; try (unfold OptMonad_Coq.bind in * ); repeat ff.
    assert (e1_1 = et_fun e1).
    {
      eapply IHe1_1.
      econstructor.
      symmetry.
      eassumption.
    }
    assert (e1_2 = et_fun e2).
    {
      eapply IHe1_2.
      econstructor.
      symmetry.
      eassumption.
    }
    congruence.",0,Proof
recon_encodeEv_Raw,"forall ec bits et,
    reconstruct_evP (evc bits et) ec ->
    encodeEvRaw (encodeEv ec) = encodeEvBits (evc bits et)",1,Lemma
recon_encodeEv_Raw_proof,"intros.
  split;
    destruct s; ff; try unfold mt_evc; ff;
      econstructor; ff.",0,Proof
wfec_recon,"forall (ee:EvC) (ec:EvidenceC),
    reconstruct_evP ee ec ->
    wf_ec ee",1,Lemma
wfec_recon_proof,"intros.
  generalizeEverythingElse ec.
  induction ec; intros.
  -
    dd.
    do_inv_recon.
    invc H.
    repeat ff.
    (*
    invc H.
    repeat ff. *)
  - (* nnc case *)
    do_inv_recon.
    ff.
  - (* ggc case *)
    do_inv_recon.
    ff.
    invc H.
    repeat ff.
    unfold OptMonad_Coq.bind in *.
    ff.
    assert (reconstruct_evP (evc H0 H1) e).
    {
      econstructor; eauto.
    }
    assert (encodeEv e = H0) by eauto.
    congruence.
  - (* hhc case *)
    do_inv_recon.
    ff.
  - (* eec case *)
    
    do_inv_recon.
    ff.

    (*
  -
    do_inv_recon.
    ff. 
     *)

  - (* kkc case *)
    do_inv_recon.
    ff.
    invc H.
    ff.
    unfold reconstruct_ev' in *.
    ff.
    unfold OptMonad_Coq.bind in *.
    ff.
    rewrite fold_recev in *.
    unfold reconstruct_ev in *.
    unfold reconstruct_ev' in *.
    destruct et; try solve_by_inversion.
    ff.
    unfold OptMonad_Coq.bind in *.
    ff.
    unfold OptMonad_Coq.bind in *.
    ff.
    unfold OptMonad_Coq.bind in *.
    ff.


  - (* kpc case *)
    ff.

    assert (exists et', et = uu p KEEP a et').
    {
      destruct et; try solve_by_inversion.
      +
        invc H.
        ff.
      +
        invc H.
        ff.
        repeat ff; try (unfold OptMonad_Coq.bind in * ); repeat ff.
      +
        invc H.
        ff.
        repeat ff; try (unfold OptMonad_Coq.bind in * ); repeat ff.
        repeat ff; try (unfold OptMonad_Coq.bind in * ); repeat ff.
        repeat ff; try (unfold OptMonad_Coq.bind in * ); repeat ff.
        repeat ff; try (unfold OptMonad_Coq.bind in * ); repeat ff.
        eexists.
        tauto.
      +
        invc H.
        ff.
        repeat ff; try (unfold OptMonad_Coq.bind in * ); repeat ff.
    }
    
    destruct_conjs.
    subst.

    invc H.
    ff.
    repeat ff; try (unfold OptMonad_Coq.bind in * ); repeat ff.
    eapply IHec.
    econstructor.
    ff.
    
    
    
    
    
    
  - (* ssc case *)
    do_inv_recon.
    ff.
    invc H.
    ff.
    unfold OptMonad_Coq.bind in *.
    ff.
    rewrite fold_recev in *.
    do_wrap_reconP.
    
    
    assert (encodeEv e =  (firstn (et_size H0) bits)) by eauto.
    assert (encodeEv e0 = (skipn (et_size H0) bits)) by eauto.

    assert (bits = firstn (et_size H0) bits ++ skipn (et_size H0) bits).
    {
      symmetry.
      eapply firstn_skipn.
    }
    rewrite H3 at 1.
    congruence.",0,Proof
reconP_determ,"forall ec e e',
    reconstruct_evP ec e ->
    reconstruct_evP ec e' ->
    e = e'",1,Lemma
reconP_determ_proof,"intros.
  unfold encodeEvBits.
  erewrite recon_encodeEv.
  tauto.
  eauto.",0,Proof
some_recons,"forall (e:EvC),
    wf_ec e ->
    exists (ee:EvidenceC), Some ee = reconstruct_ev e",1,Lemma
