item-name,item-body,label_int,label
earlier_left_proof,intros. destruct H as [i]. destruct H. apply skipn_in in H0; auto.,1,Proof
earlier_right,"forall p q x y, earlier q x y -> earlier (p ++ q) x y.",1,Lemma
earlier_right_proof,intros. destruct H as [i]. destruct H. exists i. split. - rewrite firstn_app. apply in_or_app. left; auto. - rewrite skipn_app. apply in_or_app. left; auto.,1,Proof
earlier_append,"forall p q x y, In x p -> In y q -> earlier (p ++ q) x y.",1,Lemma
earlier_append_proof,intros. destruct H as [i]. destruct H. exists (length p + i). assert (G: length p + i - length p = i). lia. split. - rewrite firstn_app. apply in_or_app. right. rewrite G; auto. - rewrite skipn_app. apply in_or_app. right. rewrite G; auto.,1,Proof
earlier_append_iff,"forall x y (l l': list A), earlier (l ++ l') x y <-> earlier l x y \/ In x l /\ In y l' \/ earlier l' x y.",1,Lemma
earlier_append_iff_proof,intros. exists (length p). rewrite firstn_append. rewrite skipn_append. auto.,1,Proof
earlier_cons,"forall p x y, In y p -> earlier (x :: p) x y.",1,Lemma
earlier_cons_proof,split; intros. - destruct H as [i]. destruct H. rewrite firstn_app in H. rewrite skipn_app in H0. pose proof (le_lt_dec i (length l)) as G. destruct G as [G|G]. + rewrite <- Nat.sub_0_le in G; auto. rewrite G in *. simpl in *. rewrite app_nil_r in H. apply in_app_iff in H0. destruct H0. * left; exists i; auto. * right; left; split; auto. apply firstn_in in H; auto. + right. rewrite firstn_all_n in H; try lia. rewrite skipn_all_n in H0; try lia. rewrite app_nil_l in H0. apply in_app_iff in H. destruct H. * apply skipn_in in H0; auto. * right. exists (i - length l); auto. - destruct H. apply earlier_left; auto. destruct H. + destruct H. apply earlier_append; auto. + apply earlier_right; auto.,1,Proof
earlier_cons_shift,"forall p x y z, earlier p x y -> earlier (z :: p) x y.",1,Lemma
earlier_cons_shift_proof,intros; exists 1; simpl; auto.,1,Proof
pairsinv,"forall (a a' b b':nat), a <> a' -> (a,b) <> (a',b').",1,Lemma
pairsinv_proof,intros. congruence.,1,Proof
termsub_transitive,"forall t t' t'', term_sub t t' -> term_sub t' t'' -> term_sub t t''.",1,Lemma
termsub_transitive_proof,generalizeEverythingElse t''. induction t''; intros H H0; ff.,1,Proof
anno_unanno,"forall t i, unanno (snd (anno t i)) = t.",1,Lemma
anno_unanno_proof,intros. generalizeEverythingElse t. induction t; intros. - destruct a; ff. - ff. erewrite <- IHt. jkjke. - ff. erewrite <- IHt1. erewrite <- IHt2. jkjke. jkjke. - ff. erewrite <- IHt1. erewrite <- IHt2. jkjke. jkjke. - ff. erewrite <- IHt1. erewrite <- IHt2. jkjke. jkjke.,1,Proof
eval_aeval,"forall t p e i, eval t p e = aeval (snd (anno t i)) p e.",1,Lemma
eval_aeval_proof,induction t; intros; simpl; auto; repeat expand_let_pairs; simpl; try (repeat jkjk; auto;congruence); try (repeat jkjk'; auto).,1,Proof
same_anno_range,"forall t i a b n n', anno t i = (n,a) -> anno t i = (n',b) -> n = n'.",1,Lemma
same_anno_range_proof,intros. generalizeEverythingElse t. induction t; intros; try destruct a; ff.,1,Proof
anno_mono,"forall (t:Term) (i j:nat) (t':AnnoTerm), anno t i = (j,t') -> j > i.",1,Lemma
anno_mono_proof,induction t; intros; ff; repeat find_apply_hyp_hyp; lia.,1,Proof
anno_range,"forall x i j t', anno x i = (j,t') -> range (t') = (i, j).",1,Lemma
anno_range_proof,induction x; intros; ff.,1,Proof
anno_well_formed_r,"forall t i j t', anno t i = (j, t') -> well_formed_r_annt t'.",1,Lemma
anno_well_formed_r_proof,intros. generalizeEverythingElse t. induction t; intros. - destruct a; ff. - ff. + econstructor. eauto. simpl. erewrite anno_range. 2: { eassumption. } tauto. simpl. erewrite anno_range. 2: { eassumption. } tauto. simpl. assert (n > S i) by (eapply anno_mono; eauto). lia. - ff. econstructor. eauto. eauto. simpl. erewrite anno_range. 2: { eassumption. } tauto. simpl. erewrite anno_range. 2: { eassumption. } erewrite anno_range. 2: { eassumption. } tauto. simpl. erewrite anno_range. 2: { eassumption. } tauto. - ff. econstructor. eauto. eauto. simpl. erewrite anno_range. 2: { eassumption. } tauto. simpl. erewrite anno_range. 2: { eassumption. } erewrite anno_range. 2: { eassumption. } tauto. simpl. erewrite anno_range. 2: { eassumption. } tauto. - ff. econstructor. eauto. eauto. simpl. erewrite anno_range. 2: { eassumption. } tauto. simpl. erewrite anno_range. 2: { eassumption. } erewrite anno_range. 2: { eassumption. } tauto. simpl. erewrite anno_range. 2: { eassumption. } tauto.,1,Proof
event_id_works,"forall t, event_id_span' t = event_id_span (copland_compile t). Proof with (simpl in *; eauto). induction t... - destruct a... destruct s... - destruct s, s, s0... - destruct s, s, s0...",1,Lemma
event_id_works_proof,"ith (simpl in *; eauto). induction t... - destruct a... destruct s... - destruct s, s, s0... - destruct s, s, s0...",1,Proof
span_range,"forall t i j t', anno t i = (j, t') -> event_id_span' t = (j - i).",1,Lemma
span_range_proof,intros. generalizeEverythingElse t. induction t; intros. - destruct a; try cbn in *; find_inversion; lia. - cbn in *. repeat break_let. find_inversion. assert (event_id_span' t = n - (S i)). { eauto. } rewrite H. assert (n > (S i)). { eapply anno_mono. eassumption. } lia. - cbn in *. repeat break_let. repeat find_inversion. assert (event_id_span' t1 = (n - i)) by eauto. assert (event_id_span' t2 = (j - n)) by eauto. repeat jkjke. assert (n > i /\ j > n). { split; eapply anno_mono; eauto. } lia. - cbn in *. repeat break_let. repeat find_inversion. assert (event_id_span' t1 = (n - (S i))) by eauto. assert (event_id_span' t2 = (n0 - n)) by eauto. repeat jkjke. assert (n > S i /\ n0 > n). { split; eapply anno_mono; eauto. } lia. - cbn in *. repeat break_let. repeat find_inversion. assert (event_id_span' t1 = (n - (S i))) by eauto. assert (event_id_span' t2 = (n0 - n)) by eauto. repeat jkjke. assert (n > S i /\ n0 > n). { split; eapply anno_mono; eauto. } lia.,1,Proof
eqb_eq_aspid,"forall `{H : EqClass ID_Type} i1 i2, eqb_aspid i1 i2 = true -> i1 = i2.",1,Lemma
eqb_eq_aspid_proof,unfold eqb_aspid. destruct H. eapply eqb_leibniz.,1,Proof
eqb_eq_asp_params,"forall `{H : EqClass ID_Type} a a0 , eqb_asp_params a a0 = true <-> a = a0.",1,Lemma
eqb_eq_asp_params_proof,intros. decide equality; subst; eapply EqClass_impl_DecEq; eauto. eapply EqClass_extends_to_list; eauto.,1,Proof
eqb_eq_fwd,"forall f1 f2, eqb_fwd f1 f2 = true <-> f1 = f2.",1,Lemma
eqb_eq_fwd_proof,induction a; destruct a0; simpl; repeat (rewrite Bool.andb_true_iff); repeat split; eauto; try inv H0; try rewrite eqb_leibniz; eauto; try (eapply EqClass_extends_to_list; eauto). - intros; destruct_conjs; subst. repeat (rewrite eqb_leibniz in *); subst. eapply general_list_eqb_leibniz in H1; subst; eauto. - eapply eqb_leibniz; eauto.,1,Proof
eqb_eq_evidence,"forall e1 e2, eqb_evidence e1 e2 = true <-> e1 = e2.",1,Lemma
eqb_eq_evidence_proof,"intros. decide equality; subst; try (try eapply EqClass_impl_DecEq; eauto; try eapply nat_EqClass; eauto; fail). - eapply eq_asp_params_dec. - destruct f, f0; eauto; right; intros HC; congruence.",1,Proof
wfr_lseq_pieces,"forall r t1 t2, well_formed_r_annt (alseq r t1 t2) -> well_formed_r_annt t1 /\ well_formed_r_annt t2.",1,Lemma
wfr_lseq_pieces_proof,intros. inversion H. tauto.,1,Proof
wfr_at_pieces,"forall t r p, well_formed_r_annt (aatt r p t) -> well_formed_r_annt t.",1,Lemma
wfr_at_pieces_proof,intros. inversion H. tauto.,1,Proof
wfr_bseq_pieces,"forall r s t1 t2, well_formed_r_annt (abseq r s t1 t2) -> well_formed_r_annt t1 /\ well_formed_r_annt t2.",1,Lemma
wfr_bseq_pieces_proof,intros. inversion H. tauto.,1,Proof
wfr_bpar_pieces,"forall r s t1 t2, well_formed_r_annt (abpar r s t1 t2) -> well_formed_r_annt t1 /\ well_formed_r_annt t2.",1,Lemma
wfr_bpar_pieces_proof,intros. inversion H. tauto.,1,Proof
well_formed_range_r,"forall t, well_formed_r_annt t -> snd (range t) = fst (range t) + esize t.",1,Lemma
well_formed_range_r_proof,induction t; try (intros H; simpl; inv H; simpl; repeat find_apply_hyp_hyp; lia).,1,Proof
esize_nonempty,"forall t, esize t > 0.",1,Lemma
esize_nonempty_proof,intros. induction t; intros; try (destruct a); (cbn; lia).,1,Proof
wf_mono,"forall t, well_formed_r_annt t -> snd (range t) > fst (range t).",1,Lemma
wf_mono_proof,intros. rewrite well_formed_range_r. pose (esize_nonempty t). lia. eauto.,1,Proof
asp_lrange_irrel,"forall a i a0 a1 n n', anno (asp a) i = (n, a0) -> anno (asp a) i = (n',a1) -> a0 = a1.",1,Lemma
asp_lrange_irrel_proof,intros. destruct a; ff.,1,Proof
events_range,"forall t v p e, well_formed_r_annt t -> events t p e v -> fst (range t) <= ev v < snd (range t).",1,Lemma
events_range_proof,intros t v p e H H0. pose proof H as G. apply well_formed_range_r in G. rewrite G. clear G. induction H0; try (inv_wfr; simpl in *; auto; repeat find_apply_hyp_hyp; repeat (find_apply_lem_hyp well_formed_range_r); lia).,1,Proof
at_range,"forall x r i, S (fst r) = fst x -> snd r = S (snd x) -> fst r <= i < snd r -> i = fst r \/ fst x <= i < snd x \/ i = snd x.",1,Lemma
at_range_proof,intros. pose proof lt_dec i (S (fst r)) as G. destruct G as [G|G]; [left; lia| right]. pose proof lt_dec i (snd x) as F. destruct F as [F|F]; [left; lia| right]. lia.,1,Proof
lin_range,"forall x y i, snd x = fst y -> fst x <= i < snd y -> fst x <= i < snd x \/ fst y <= i < snd y.",1,Lemma
lin_range_proof,intros. pose proof lt_dec i (snd x) as G. destruct G; lia.,1,Proof
bra_range,"forall x y r i, S (fst r) = fst x -> snd x = fst y -> snd r = S (snd y) -> fst r <= i < snd r -> i = fst r \/ fst x <= i < snd x \/ fst y <= i < snd y \/ i = snd y.",1,Lemma
bra_range_proof,intros. pose proof lt_dec i (S (fst r)) as G. destruct G as [G|G]; [left; lia| right]. pose proof lt_dec i (snd x) as F. destruct F as [F|F]; [left; lia| right]. pose proof lt_dec i (snd y) as E. destruct E; lia.,1,Proof
events_range_event,"forall t p i e, well_formed_r_annt t -> fst (range t) <= i < snd (range t) -> exists v, events t p e v /\ ev v = i.",1,Lemma
events_range_event_proof,intros t p i e H; revert i; revert p; revert e. induction H; intros; simpl in *. - destruct x; try destruct a; eapply ex_intro; split; auto; simpl in *; try lia. - find_eapply_lem_hyp at_range; eauto. repeat destruct_disjunct; subst; eauto. find_eapply_hyp_hyp. destruct_conjs. eauto. - do_lin_range; eauto; repeat destruct_disjunct; try lia; try (find_eapply_hyp_hyp; eauto; destruct_conjs; eauto). - do_bra_range; eauto; repeat destruct_disjunct; subst; try lia; try (find_eapply_hyp_hyp; eauto; destruct_conjs; eauto; tauto). + eapply ex_intro; split; try (auto; eauto;tauto). + eapply ex_intro; split; try (eauto; auto; tauto). - do_bra_range; eauto; repeat destruct_disjunct; subst; try lia; try (find_eapply_hyp_hyp; eauto; destruct_conjs; eauto; tauto). + eapply ex_intro; split; auto. + eapply ex_intro; split; eauto.,1,Proof
events_injective,"forall t p e v1 v2, well_formed_r_annt t -> events t p e v1 -> events t p e v2 -> ev v1 = ev v2 -> v1 = v2.",1,Lemma
events_injective_proof,intros. generalizeEverythingElse H. induction H; intros; try ( repeat wfr; aba; simpl in *; subst; auto; try (events_event_range; tauto); try (find_eapply_hyp_hyp; eauto); eauto).,1,Proof
well_structured_range,"forall es, well_structured es -> snd (es_range es) = fst (es_range es) + es_size es.",1,Lemma
well_structured_range_proof,induction es; simpl; intros; inv H; simpl; auto; try rewrite Nat.add_1_r; auto; apply IHes1 in H3; apply IHes2 in H4; lia.,1,Proof
prec_in_left,"forall es ev1 ev2, prec es ev1 ev2 -> ev_in ev1 es.",1,Lemma
prec_in_left_proof,intros; induction H; auto.,1,Proof
prec_in_right,"forall es ev1 ev2, prec es ev1 ev2 -> ev_in ev2 es.",1,Lemma
prec_in_right_proof,intros; induction H; auto.,1,Proof
ws_evsys_range,"forall es e, well_structured es -> ev_in e es -> fst (es_range es) <= ev e < snd (es_range es).",1,Lemma
ws_evsys_range_proof,intros. pose proof H as G. apply well_structured_range in G. rewrite G. clear G. revert H0. revert e. induction es; intros; simpl in *; inv H; simpl in *; inv H0; simpl; try lia. - apply IHes1 in H2; auto; lia. - apply IHes2 in H2; auto. apply well_structured_range in H4. lia. - apply IHes1 in H2; auto; lia. - apply IHes2 in H2; auto. apply well_structured_range in H4. lia.,1,Proof
es_injective_events,"forall es ev0 ev1, well_structured es -> ev_in ev0 es -> ev_in ev1 es -> ev ev0 = ev ev1 -> ev0 = ev1.",1,Lemma
es_injective_events_proof,intros. revert H2. revert H1. revert H0. revert ev1. revert ev0. induction H; intros; simpl in *. - inv H1; inv H2; auto. - inv H3; inv H4. + eapply IHwell_structured1 in H8; eauto. + apply ws_evsys_range in H8; auto. apply ws_evsys_range in H6; auto. lia. + apply ws_evsys_range in H8; auto. apply ws_evsys_range in H6; auto. lia. + eapply IHwell_structured2 in H8; eauto. - inv H3; inv H4. + eapply IHwell_structured1 in H8; eauto. + apply ws_evsys_range in H8; auto. apply ws_evsys_range in H6; auto. lia. + apply ws_evsys_range in H8; auto. apply ws_evsys_range in H6; auto. lia. + eapply IHwell_structured2 in H8; eauto.,1,Proof
evsys_irreflexive,"forall es ev, well_structured es -> ~prec es ev ev.",1,Lemma
evsys_irreflexive_proof,induction es; intros; intro; inv H; inv H0. - apply ws_evsys_range in H8; auto. apply ws_evsys_range in H9; auto. lia. - apply IHes1 in H8; auto. - apply IHes2 in H8; auto. - apply IHes1 in H8; auto. - apply IHes2 in H8; auto.,1,Proof
evsys_transitive,"forall es ev0 ev1 ev2, well_structured es -> prec es ev0 ev1 -> prec es ev1 ev2 -> prec es ev0 ev2.",1,Lemma
evsys_transitive_proof,induction es; intros. - inv H0. - inv H. inv H0. + inv H1. * apply ws_evsys_range in H10; auto. * apply prec_in_left in H7. apply ws_evsys_range in H7; auto. apply ws_evsys_range in H10; auto. lia. * apply prec_in_right in H7; auto. + assert (G: ev_in ev0 es1). apply prec_in_left in H9; auto. assert (F: ev_in ev1 es1). apply prec_in_right in H9; auto. inv H1; auto. eapply IHes1 in H7; eauto. apply prseq; auto. apply prec_in_right in H7; auto. + assert (G: ev_in ev0 es2). apply prec_in_left in H9; auto. assert (F: ev_in ev1 es2). apply prec_in_right in H9; auto. inv H1. * apply ws_evsys_range in H7; auto. apply ws_evsys_range in F; auto. lia. * apply prec_in_left in H7. apply ws_evsys_range in H7; auto. apply ws_evsys_range in F; auto. lia. * eapply IHes2 in H7; eauto. - inv H. inv H0. + inv H1. * eapply IHes1 in H7; eauto. * apply prec_in_left in H7. apply prec_in_right in H9. apply ws_evsys_range in H9; auto. apply ws_evsys_range in H7; auto. lia. + assert (G: ev_in ev0 es2). apply prec_in_left in H9; auto. assert (F: ev_in ev1 es2). apply prec_in_right in H9; auto. inv H1. * apply prec_in_left in H7. apply ws_evsys_range in H7; auto. apply ws_evsys_range in F; auto. lia. * eapply IHes2 in H7; eauto.,1,Proof
ws_merge1,"forall r s x y z, well_structured (merge r x y) -> well_structured (merge s y z) -> well_structured (merge (fst r, snd s) x (merge s y z)).",1,Lemma
ws_merge1_proof,intros r s x y z Hr Hs. inv Hr; inv Hs. constructor; simpl; auto; lia.,1,Proof
ws_merge2,"forall r s x y z, well_structured (merge r x y) -> well_structured (merge s y z) -> well_structured (merge (fst r, snd s) (merge r x y) z).",1,Lemma
ws_merge2_proof,intros r s x y z Hr Hs. inv Hr; inv Hs. constructor; simpl; auto; lia.,1,Proof
merge_associative,"forall r s x y z, same_rel (merge (fst r, snd s) x (merge s y z)) (merge (fst r, snd s) (merge r x y) z).",1,Lemma
merge_associative_proof,intros r s x y z. split; intro; inv H. - apply prparl; apply prparl; auto. - inv H5. + apply prparl; apply prparr; auto. + apply prparr; auto. - inv H5. + apply prparl; auto. + apply prparr; apply prparl; auto. - apply prparr; apply prparr; auto.,1,Proof
merge_associative_pairs,"forall r0 r1 s0 s1 x y z, same_rel (merge (r0, s1) x (merge (s0, s1) y z)) (merge (r0, s1) (merge (r0, r1) x y) z).",1,Lemma
merge_associative_pairs_proof,"intros. apply merge_associative with (s:=(s0, s1))(r:=(r0,r1)).",1,Proof
ws_before1,"forall r s x y z, well_structured (before r x y) -> well_structured (before s y z) -> well_structured (before (fst r, snd s) x (before s y z)).",1,Lemma
ws_before1_proof,intros r s x y z Hr Hs. inv Hr; inv Hs. constructor; simpl; auto; lia.,1,Proof
ws_before2,"forall r s x y z, well_structured (before r x y) -> well_structured (before s y z) -> well_structured (before (fst r, snd s) (before r x y) z).",1,Lemma
ws_before2_proof,intros r s x y z Hr Hs. inv Hr; inv Hs. constructor; simpl; auto; lia.,1,Proof
before_associative,"forall r s x y z, same_rel (before (fst r, snd s) x (before s y z)) (before (fst r, snd s) (before r x y) z).",1,Lemma
before_associative_proof,intros r s x y z. split; intro; inv H. - inv H6. + apply prseql; auto. + apply prseq; auto. - apply prseql; apply prseql; auto. - inv H5. + apply prseq; auto. + apply prseql; apply prseqr; auto. + apply prseqr; auto. - inv H5. + apply prseq; auto. + apply prseqr; apply prseq; auto. - inv H5. + apply prseq; auto. + apply prseql; auto. + apply prseqr; apply prseql; auto. - apply prseqr; apply prseqr; auto.,1,Proof
before_associative_pairs,"forall r0 r1 s0 s1 x y z, same_rel (before (r0, s1) x (before (s0, s1) y z)) (before (r0, s1) (before (r0, r1) x y) z).",1,Lemma
before_associative_pairs_proof,"intros. apply before_associative with (s:=(s0, s1))(r:=(r0,r1)).",1,Proof
ws_exists,"forall es, well_structured es -> exists e, ev_in e es.",1,Lemma
ws_exists_proof,intros. induction H. - exists e; auto. - destruct IHwell_structured1 as [e]. exists e; auto. - destruct IHwell_structured1 as [e]. exists e; auto.,1,Proof
before_sup,"forall r x y e, sup (before r x y) e -> sup y e.",1,Lemma
before_sup_proof,intros. inv H. auto.,1,Proof
sup_supreme,"forall es e, well_structured es -> sup es e <-> supreme es e.",1,Lemma
sup_supreme_proof,"unfold supreme; split. - induction H; intros. + inv H1. split; auto; intros; intro. inv H1. apply evsys_irreflexive in H2; auto. + inv H1. inv H3. apply IHwell_structured2 in H7. destruct H7. split. * apply ein_beforer; auto. * intros; intro. inv H4; inv H5. -- apply ws_evsys_range in H8; auto. apply ws_evsys_range in H12; auto. lia. -- apply prec_in_left in H11. apply ws_evsys_range in H1; auto. apply ws_evsys_range in H11; auto. lia. -- apply prec_in_right in H11. apply ws_evsys_range in H8; auto. apply ws_evsys_range in H11; auto. lia. -- apply ws_evsys_range in H1; auto. apply ws_evsys_range in H11; auto. lia. -- apply prec_in_left in H11. apply ws_evsys_range in H1; auto. apply ws_evsys_range in H11; auto. lia. -- apply H3 in H8. tauto. + inv H3. * apply IHwell_structured1 in H8. destruct H8. split. -- apply ein_mergel; auto. -- intros; intro. inv H4; inv H5. ++ apply H3 in H8; tauto. ++ apply prec_in_right in H11. apply ws_evsys_range in H8; auto. apply ws_evsys_range in H11; auto. lia. ++ apply prec_in_right in H11. apply ws_evsys_range in H8; auto. apply ws_evsys_range in H11; auto. lia. ++ apply prec_in_left in H11. apply ws_evsys_range in H1; auto. apply ws_evsys_range in H11; auto. lia. * apply IHwell_structured2 in H8. destruct H8. split. -- apply ein_merger; auto. -- intros; intro. inv H4; inv H5. ++ apply prec_in_left in H11. apply ws_evsys_range in H1; auto. apply ws_evsys_range in H11; auto. lia. ++ apply prec_in_right in H11. apply ws_evsys_range in H8; auto. apply ws_evsys_range in H11; auto. lia. ++ apply prec_in_left in H11. apply ws_evsys_range in H1; auto. apply ws_evsys_range in H11; auto. lia. ++ apply H3 in H8; tauto. - intro; destruct H0. induction H; intros. + inv H0; auto. + inv H0; auto. * cut (exists f, ev_in f y). -- intros. destruct H0 as [f]. specialize H1 with f. assert (G: prec (before (fst (es_range x), snd (es_range y)) x y) e f). apply prseq; auto. apply H1 in G; auto. tauto. -- apply ws_exists; auto. * apply sup_before. apply IHwell_structured2; auto. intros; intro. assert (G: prec (before (fst (es_range x), snd (es_range y)) x y) e e0). apply prseqr; auto. apply H1 in G; auto; tauto. + inv H0. * apply IHwell_structured1 in H7; auto. intros; intro. assert (G: prec (merge (fst (es_range x), snd (es_range y)) x y) e e0). apply prparl; auto. apply H1 in G; auto; tauto. * apply IHwell_structured2 in H7; auto. intros; intro. assert (G: prec (merge (fst (es_range x), snd (es_range y)) x y) e e0). apply prparr; auto. apply H1 in G; auto; tauto.",1,Proof
supreme_max,"forall es, well_structured es -> supreme es (max es).",1,Lemma
supreme_max_proof,intros. apply sup_supreme; auto. induction H; auto.,1,Proof
evsys_range,"forall t p e, es_range (ev_sys t p e) = range t.",1,Lemma
evsys_range_proof,induction t; intros; simpl; auto; repeat expand_let_pairs; simpl; auto.,1,Proof
well_structured_evsys,"forall t p e, well_formed_r_annt t -> well_structured ev (ev_sys t p e).",1,Lemma
well_structured_evsys_proof,induction t; intros; inv_wfr; simpl; try ( repeat expand_let_pairs; dest_range'; simpl in *; subst; auto; try destruct a; try destruct a; repeat (econstructor; repeat rewrite evsys_range; auto); tauto).,1,Proof
evsys_events,"forall t p e ev, well_formed_r_annt t -> ev_in ev (ev_sys t p e) <-> events t p e ev.",1,Lemma
evsys_events_proof,split; revert p; revert e; induction t; intros; inv_wfr; simpl in *; repeat expand_let_pairs; dest_range'; simpl in *; try (destruct a; auto; do_evin; auto); try (destruct a; try (destruct a); auto; do_evin; auto; tauto); try ( repeat dest_range; repeat (find_rewrite; simpl in * ); repeat (do_evin; auto); inv_events; auto); repeat (find_rewrite; simpl in * ); (find_apply_lem_hyp Nat.succ_inj ) ; subst; auto; tauto.,1,Proof
supreme_unique,"forall t p e, well_formed_r_annt t -> exists ! v, supreme (ev_sys t p e) v.",1,Lemma
supreme_unique_proof,intros t p e H. assert (G: well_structured ev (ev_sys t p e)). apply well_structured_evsys; auto. rewrite <- unique_existence. split. - exists (max (ev_sys t p e)). eapply supreme_max ; eauto. - unfold uniqueness. intros x y H0 H1. erewrite <- sup_supreme in H0; eauto. erewrite <- sup_supreme in H1; eauto. revert H1. revert H0. revert G. revert p. revert e. induction H; intros; try( repeat dest_range; simpl in *; repeat break_let; repeat do_before_sup; try (inv_ws; eauto; tauto); repeat inv_sup; auto; tauto).,1,Proof
evsys_max_unique,"forall t p e, well_formed_r_annt t -> unique (supreme (ev_sys t p e)) (max (ev_sys t p e)).",1,Lemma
evsys_max_unique_proof,intros t p e H. assert (G: well_structured ev (ev_sys t p e)). apply well_structured_evsys; auto. unfold unique. split. apply supreme_max with (ev:=ev); auto. intros. rewrite <- sup_supreme with (ev:=ev) in H0; auto. revert H0. revert G. revert x'. revert p. revert e. induction H; intros; repeat dest_range; repeat expand_let_pairs; inv_ws. - repeat inv_sup; auto. - repeat inv_sup; auto. - cbn. apply IHwell_formed_r_annt2. eassumption. cbn in *. do_before_sup. eassumption. - repeat do_before_sup. solve_by_inversion. - do_before_sup. solve_by_inversion.,1,Proof
max_eval,"forall t p e, well_formed t -> out_ev (max (ev_sys t p e)) = aeval t p e.",1,Lemma
max_eval_proof,intros. revert e. revert p. induction H; intros; simpl; repeat expand_let_pairs; simpl; auto. destruct x; simpl; auto.,1,Proof
lseq_assoc,"forall t1 t2 t3 i p e n n' t' t'', anno (lseq t1 (lseq t2 t3)) i = (n, t') -> anno (lseq (lseq t1 t2) t3) i = (n',t'') -> same_rel (ev_sys t' p e) (ev_sys t'' p e).",1,Lemma
lseq_assoc_proof,intros; simpl. repeat expand_let_pairs; simpl. ff; repeat find_rewrite; ff. apply before_associative_pairs.,1,Proof
shuffle_length,"forall es0 es1 es2, shuffle es0 es1 es2 -> length es0 + length es1 = length es2.",1,Lemma
shuffle_length_proof,intros es0 es1 es2 H. induction H; simpl; auto; lia.,1,Proof
shuffle_in_left,"forall e es0 es1 es2, shuffle es0 es1 es2 -> In e es0 -> In e es2.",1,Lemma
shuffle_in_left_proof,intros e es0 es1 es2 H H0. induction H; auto. - inv H0; tauto. - destruct H0. + subst; simpl; auto. + simpl; auto. - apply IHshuffle in H0. simpl; auto.,1,Proof
shuffle_in_right,"forall e es0 es1 es2, shuffle es0 es1 es2 -> In e es1 -> In e es2.",1,Lemma
shuffle_in_right_proof,intros e es0 es1 es2 H H0. induction H; auto. - inv H0; tauto. - apply IHshuffle in H0. simpl; auto. - destruct H0. subst; simpl; auto. apply IHshuffle in H0. simpl; auto.,1,Proof
